Nome_da_Concessionaria,Nome_da_Filial,Marca_da_Filial,Custo_do_Veiculo,Marca_do_Veiculo,Modelo_do_Veiculo,Cor_do_Veiculo,Veiculo_Novo_ou_Semi_Novo,Tipo_do_Combustivel,Ano_Modelo_do_Veiculo,Ano_Fabricacao_do_Veiculo,Tempo_Total_no_Estoque,Kilometragem_Atual_do_Veiculo,Data_de_Entrada_do_Veiculo_no_Estoque,Idade_Veiculo
CCM,CCM AUTOS 1,MITSUBISHI,178139.58,MITSUBISHI,ECLIPSE CROSS HPE-S 1.5T S-AWC CVT SPORT,BRANCO,NOVO,GASOLINA,2025,2024,6 A 9 MESES,0.0,2024-04-05,2
CCM,CCM AUTOS 1,MITSUBISHI,175710.28,MITSUBISHI,ECLIPSE CROSS HPE-S 1.5T S-AWC CVT,CINZA,NOVO,GASOLINA,2025,2024,3 A 6 MESES,0.0,2024-05-16,2
CCM,CCM AUTOS 1,MITSUBISHI,241277.97,MITSUBISHI,L200 TRITON SPORT HPE 2.4 D 4X4 AT,BRANCO,NOVO,DIESEL,2025,2024,3 A 6 MESES,0.0,2024-07-04,2
CCM,CCM AUTOS 1,MITSUBISHI,235037.8,MITSUBISHI,L200 TRITON SPORT OUTDOOR PLUS 2.4 D 4X4 AT,BRANCO,NOVO,DIESEL,2025,2024,1 A 3 MESES,0.0,2024-09-16,2
CCM,CCM AUTOS 1,MITSUBISHI,235037.8,MITSUBISHI,L200 TRITON SPORT OUTDOOR PLUS 2.4 D 4X4 AT,PRATA,NOVO,DIESEL,2025,2024,1 A 3 MESES,0.0,2024-09-19,2
CCM,CCM AUTOS 1,MITSUBISHI,248766.17,MITSUBISHI,L200 TRITON SPORT HPE 2.4 D 4X4 AT,PRATA,NOVO,DIESEL,2025,2024,1 A 3 MESES,0.0,2024-09-19,2
CCM,CCM AUTOS 1,MITSUBISHI,226717.6,MITSUBISHI,L200 TRITON SPORT OUTDOOR GLS 2.4 D 4X4 AT,BRANCO,NOVO,DIESEL,2025,2024,1 A 3 MESES,0.0,2024-09-21,2
CCM,CCM AUTOS 1,MITSUBISHI,276887.4,MITSUBISHI,PAJERO SPORT HPE-S 2.4 DI-D 4X4 AT,PRETO,NOVO,DIESEL,2025,2024,MENOS DE 1 MES,0.0,2024-10-03,2
CCM,CCM AUTOS 1,MITSUBISHI,149061.95,MITSUBISHI,ECLIPSE CROSS HPE 1.5T CVT,BRANCO,NOVO,GASOLINA,2025,2024,MENOS DE 1 MES,0.0,2024-10-03,2
CCM,CCM AUTOS 1,MITSUBISHI,138643.08,MITSUBISHI,ECLIPSE CROSS RUSH 1.5T CVT,BRANCO,NOVO,GASOLINA,2025,2024,MENOS DE 1 MES,0.0,2024-10-03,2
CCM,CCM AUTOS 1,MITSUBISHI,263742.56,MITSUBISHI,L200 TRITON SPORT HPE-S 2.4 D 4X4 AT,CINZA,NOVO,DIESEL,2025,2024,MENOS DE 1 MES,0.0,2024-10-10,2
CCM,CCM AUTOS 1,MITSUBISHI,299067.9,MITSUBISHI,PAJERO SPORT LEGEND 2.4 DI-D 4X4 AT,CINZA,NOVO,DIESEL,2025,2024,MENOS DE 1 MES,0.0,2024-10-17,2
CCM,CCM AUTOS 1,MITSUBISHI,26000.0,MITSUBISHI,L200 SPORT HPE AT 2.5 D 141CV,PRATA,SEMI-NOVO,DIESEL,2006,2006,2 A 3 ANOS,167771.0,2022-06-20,20
CCM,CCM AUTOS 1,MITSUBISHI,125000.0,FIAT,TORO VOLC AT9 4X4,BRANCO,SEMI-NOVO,DIESEL,2022,2021,9 A 12 MESES,62000.0,2023-11-14,5
CCM,CCM AUTOS 1,MITSUBISHI,3000.0,HONDA,HONDA BIZ 125,BRANCO,SEMI-NOVO,ALCOOL/GASOLINA,2018,2018,9 A 12 MESES,0.0,2023-12-06,8
CCM,CCM AUTOS 1,MITSUBISHI,3000.0,HONDA,HONDA BIZ 125,VERMELHO,SEMI-NOVO,ALCOOL/GASOLINA,2015,2015,9 A 12 MESES,0.0,2023-12-06,11
CCM,CCM AUTOS 1,MITSUBISHI,159989.95,MITSUBISHI,ECLIPSE CR HPES,PRETO,SEMI-NOVO,GASOLINA,2024,2023,3 A 6 MESES,19000.0,2024-06-26,3
CCM,CCM AUTOS 1,MITSUBISHI,50000.0,MITSUBISHI,L200 TRITON SPORT GLS 2.4 D 4X4 AT,PRATA,SEMI-NOVO,DIESEL,2023,2022,1 A 3 MESES,105129.0,2024-08-05,4
CCM,CCM AUTOS 1,MITSUBISHI,80000.0,HYUNDAI,HYUNDAI/CRETA 16A ACTION,PRETO,SEMI-NOVO,ALCOOL/GASOLINA,2021,2021,1 A 3 MESES,50000.0,2024-08-17,5
CCM,CCM AUTOS 1,MITSUBISHI,60000.0,JEEP,JEEP/RENEGADE 1.8 AT,PRETO,SEMI-NOVO,ALCOOL/GASOLINA,2021,2020,1 A 3 MESES,43300.0,2024-09-11,6
CCM,CCM AUTOS 1,MITSUBISHI,114000.0,CHEVROLET,CHEVROLET/S10 LTZ DD4A,BRANCO,SEMI-NOVO,DIESEL,2018,2017,1 A 3 MESES,152000.0,2024-09-20,9
CCM,CCM AUTOS 1,MITSUBISHI,270000.0,MITSUBISHI,L200 TRITON SPORT HPE-S 2.4 D 4X4 AT,PRATA,SEMI-NOVO,DIESEL,2025,2024,1 A 3 MESES,5500.0,2024-09-30,2
CCM,CCM AUTOS 1,MITSUBISHI,68000.0,FORD,I/ FORD FUSION AWD GTDI B,PRETO,SEMI-NOVO,GASOLINA,2015,2015,MENOS DE 1 MES,88000.0,2024-10-03,11
CCM,CCM AUTOS 1,MITSUBISHI,180000.0,MITSUBISHI,PAJERO SPORT HPE,CINZA,SEMI-NOVO,DIESEL,2020,2019,MENOS DE 1 MES,125000.0,2024-10-11,7
CCM,CCM AUTOS 1,MITSUBISHI,85000.0,VOLKSWAGEN,VW/SAVEIRO CD CROSS MPI,PRATA,SEMI-NOVO,ALCOOL/GASOLINA,2023,2023,MENOS DE 1 MES,19800.0,2024-10-16,3
CCM,CCM AUTOS 1,MITSUBISHI,107500.0,FIAT,FIAT/TORO FREED T270 AT6,BRANCO,SEMI-NOVO,ALCOOL/GASOLINA,2023,2023,MENOS DE 1 MES,65000.0,2024-10-18,3
CCM,CCM AUTOS 1,MITSUBISHI,37500.0,VOLKSWAGEN,NOVA SAVEIRO RB MBVS,BRANCO,SEMI-NOVO,ALCOOL/GASOLINA,2018,2017,MENOS DE 1 MES,172000.0,2024-10-23,9
CCM,CCM AUTOS 1,MITSUBISHI,125000.0,TOYOTA,TOYOTA/CCROSS XRE 20,PRATA,SEMI-NOVO,ALCOOL/GASOLINA,0,0,MENOS DE 1 MES,52955.0,2024-10-31,2026
CCM,CCM AUTOS 2,VOLKSWAGEN,197004.64,VOLKSWAGEN,JETTA GLI 350 TSI 231CV DSG,BRANCO,NOVO,GASOLINA,2024,2024,6 A 9 MESES,0.0,2024-05-03,2
CCM,CCM AUTOS 2,VOLKSWAGEN,155237.34,VOLKSWAGEN,VW/T CROSS HL TSI,BRANCO,NOVO,ALCOOL/GASOLINA,2025,2024,3 A 6 MESES,0.0,2024-06-26,2
CCM,CCM AUTOS 2,VOLKSWAGEN,82526.45,VOLKSWAGEN,POLO TRACK ROCK IN RIO,BRANCO,NOVO,ALCOOL/GASOLINA,2025,2024,3 A 6 MESES,0.0,2024-07-05,2
CCM,CCM AUTOS 2,VOLKSWAGEN,236664.06,VOLKSWAGEN,TIGUAN ALLSPACE R LINE 2 0L 300 TSI,PRETO,NOVO,GASOLINA,2024,2024,3 A 6 MESES,0.0,2024-07-12,2
CCM,CCM AUTOS 2,VOLKSWAGEN,149151.55,VOLKSWAGEN,VW/T CROSS HL TSI,BRANCO,NOVO,ALCOOL/GASOLINA,2025,2024,3 A 6 MESES,0.0,2024-07-19,2
CCM,CCM AUTOS 2,VOLKSWAGEN,118584.39,VOLKSWAGEN,NIVUS COMFORTLINE 200 TSI 128HP AT,BRANCO,NOVO,ALCOOL/GASOLINA,2024,2024,3 A 6 MESES,0.0,2024-07-26,2
CCM,CCM AUTOS 2,VOLKSWAGEN,104033.8,VOLKSWAGEN,NIVUS SENSE 200 TSI 128HP AT,CINZA,NOVO,ALCOOL/GASOLINA,2024,2024,3 A 6 MESES,0.0,2024-07-31,2
CCM,CCM AUTOS 2,VOLKSWAGEN,99351.88,VOLKSWAGEN,POLO COMFORTLINE TSI AT 116HP,BRANCO,NOVO,ALCOOL/GASOLINA,2025,2024,3 A 6 MESES,0.0,2024-08-01,2
CCM,CCM AUTOS 2,VOLKSWAGEN,87993.91,VOLKSWAGEN,VW/POLO SENSE,BRANCO,NOVO,ALCOOL/GASOLINA,2025,2024,1 A 3 MESES,0.0,2024-08-07,2
CCM,CCM AUTOS 2,VOLKSWAGEN,105507.72,VOLKSWAGEN,POLO HIGHLINE TSI AT 116HP,BRANCO,NOVO,ALCOOL/GASOLINA,2025,2024,1 A 3 MESES,0.0,2024-08-07,2
CCM,CCM AUTOS 2,VOLKSWAGEN,228475.28,VOLKSWAGEN,TIGUAN ALLSPACE R LINE 2 0L 300 TSI,CINZA,NOVO,ALCOOL/GASOLINA,2024,2024,1 A 3 MESES,0.0,2024-08-14,2
CCM,CCM AUTOS 2,VOLKSWAGEN,82526.45,VOLKSWAGEN,POLO TRACK ROCK IN RIO,BRANCO,NOVO,ALCOOL/GASOLINA,2025,2024,1 A 3 MESES,0.0,2024-08-15,2
CCM,CCM AUTOS 2,VOLKSWAGEN,107198.43,VOLKSWAGEN,POLO HIGHLINE TSI AT 116HP,CINZA,NOVO,ALCOOL/GASOLINA,2025,2024,1 A 3 MESES,0.0,2024-08-15,2
CCM,CCM AUTOS 2,VOLKSWAGEN,158007.38,VOLKSWAGEN,VW/T CROSS HL TSI,PRETO,NOVO,ALCOOL/GASOLINA,2025,2024,1 A 3 MESES,0.0,2024-08-20,2
CCM,CCM AUTOS 2,VOLKSWAGEN,107198.43,VOLKSWAGEN,POLO HIGHLINE TSI AT 116HP,CINZA,NOVO,ALCOOL/GASOLINA,2025,2024,1 A 3 MESES,0.0,2024-08-26,2
CCM,CCM AUTOS 2,VOLKSWAGEN,151781.02,VOLKSWAGEN,VW/T CROSS HL TSI,PRETO,NOVO,ALCOOL/GASOLINA,2025,2024,1 A 3 MESES,0.0,2024-09-02,2
CCM,CCM AUTOS 2,VOLKSWAGEN,236664.06,VOLKSWAGEN,TIGUAN ALLSPACE R LINE 2 0L 300 TSI,BRANCO,NOVO,ALCOOL/GASOLINA,2024,2024,1 A 3 MESES,0.0,2024-09-04,2
CCM,CCM AUTOS 2,VOLKSWAGEN,198610.27,VOLKSWAGEN,JETTA GLI 350 TSI 231CV DSG,AZUL,NOVO,GASOLINA,2024,2024,1 A 3 MESES,0.0,2024-08-30,2
CCM,CCM AUTOS 2,VOLKSWAGEN,236664.06,VOLKSWAGEN,TIGUAN ALLSPACE R LINE 2 0L 300 TSI,PRETO,NOVO,ALCOOL/GASOLINA,2024,2024,1 A 3 MESES,0.0,2024-09-04,2
CCM,CCM AUTOS 2,VOLKSWAGEN,236664.06,VOLKSWAGEN,TIGUAN ALLSPACE R LINE 2 0L 300 TSI,PRETO,NOVO,ALCOOL/GASOLINA,2024,2024,1 A 3 MESES,0.0,2024-09-02,2
CCM,CCM AUTOS 2,VOLKSWAGEN,130630.71,VOLKSWAGEN,VIRTUS EXCLUSIVE250 TSI AT 150HP,BRANCO,NOVO,ALCOOL/GASOLINA,2025,2024,1 A 3 MESES,0.0,2024-09-06,2
CCM,CCM AUTOS 2,VOLKSWAGEN,102100.51,VOLKSWAGEN,SAVEIRO EXTREME CD 116HP,BRANCO,NOVO,ALCOOL/GASOLINA,2025,2024,1 A 3 MESES,0.0,2024-09-06,2
CCM,CCM AUTOS 2,VOLKSWAGEN,178569.34,VOLKSWAGEN,TAOS HIGHLINE 1 4 TSI AUT,CINZA,NOVO,ALCOOL/GASOLINA,2024,2024,1 A 3 MESES,0.0,2024-09-06,2
CCM,CCM AUTOS 2,VOLKSWAGEN,104033.8,VOLKSWAGEN,NIVUS SENSE 200 TSI 128HP AT,BRANCO,NOVO,ALCOOL/GASOLINA,2024,2024,1 A 3 MESES,0.0,2024-09-09,2
CCM,CCM AUTOS 2,VOLKSWAGEN,127656.37,VOLKSWAGEN,VIRTUS HIGHLINE 200 TSI AT 128HP,CINZA,NOVO,ALCOOL/GASOLINA,2025,2024,1 A 3 MESES,0.0,2024-09-11,2
CCM,CCM AUTOS 2,VOLKSWAGEN,120074.49,VOLKSWAGEN,NIVUS COMFORTLINE 200 TSI 128HP AT,PRETO,NOVO,ALCOOL/GASOLINA,2024,2024,1 A 3 MESES,4000000000.0,2024-09-12,2
CCM,CCM AUTOS 2,VOLKSWAGEN,170700.31,VOLKSWAGEN,TAOS HIGHLINE 1 4 TSI AUT,BRANCO,NOVO,ALCOOL/GASOLINA,2024,2024,1 A 3 MESES,0.0,2024-09-16,2
CCM,CCM AUTOS 2,VOLKSWAGEN,135029.8,VOLKSWAGEN,NIVUS HIGHLINE 200 TSI 128HP AT,AZUL,NOVO,ALCOOL/GASOLINA,2024,2024,1 A 3 MESES,0.0,2024-09-17,2
CCM,CCM AUTOS 2,VOLKSWAGEN,150854.92,VOLKSWAGEN,VW/T CROSS HL TSI,AZUL,NOVO,ALCOOL/GASOLINA,2025,2024,1 A 3 MESES,0.0,2024-09-19,2
CCM,CCM AUTOS 2,VOLKSWAGEN,120863.35,VOLKSWAGEN,NIVUS COMFORTLINE 200 TSI 128HP AT,BRANCO,NOVO,ALCOOL/GASOLINA,2024,2024,1 A 3 MESES,0.0,2024-09-27,2
CCM,CCM AUTOS 2,VOLKSWAGEN,198530.0,VOLKSWAGEN,JETTA GLI 350 TSI 231CV DSG,BRANCO,NOVO,GASOLINA,2024,2024,1 A 3 MESES,0.0,2024-09-27,2
CCM,CCM AUTOS 2,VOLKSWAGEN,106461.46,VOLKSWAGEN,POLO HIGHLINE TSI AT 116HP,PRETO,NOVO,ALCOOL/GASOLINA,2025,2024,1 A 3 MESES,0.0,2024-09-30,2
CCM,CCM AUTOS 2,VOLKSWAGEN,107892.04,VOLKSWAGEN,POLO HIGHLINE TSI AT 116HP,CINZA,NOVO,ALCOOL/GASOLINA,2025,2024,MENOS DE 1 MES,0.0,2024-10-04,2
CCM,CCM AUTOS 2,VOLKSWAGEN,104349.38,VOLKSWAGEN,SAVEIRO EXTREME CD 116HP,CINZA,NOVO,ALCOOL/GASOLINA,2025,2024,MENOS DE 1 MES,0.0,2024-10-03,2
CCM,CCM AUTOS 2,VOLKSWAGEN,185473.52,VOLKSWAGEN,TAOS HIGHLINE 1 4 TSI AUT,CINZA,NOVO,ALCOOL/GASOLINA,2024,2024,MENOS DE 1 MES,0.0,2024-10-04,2
CCM,CCM AUTOS 2,VOLKSWAGEN,107892.04,VOLKSWAGEN,POLO HIGHLINE TSI AT 116HP,CINZA,NOVO,ALCOOL/GASOLINA,0,0,MENOS DE 1 MES,0.0,2024-10-03,2026
CCM,CCM AUTOS 2,VOLKSWAGEN,103995.61,VOLKSWAGEN,SAVEIRO EXTREME CD 116HP,CINZA,NOVO,ALCOOL/GASOLINA,0,0,MENOS DE 1 MES,0.0,2024-10-04,2026
CCM,CCM AUTOS 2,VOLKSWAGEN,212278.84,VOLKSWAGEN,TIGUAN ALLSPACE R LINE 2 0L 300 TSI,CINZA,NOVO,ALCOOL/GASOLINA,0,0,MENOS DE 1 MES,0.0,2024-10-03,2026
CCM,CCM AUTOS 2,VOLKSWAGEN,151417.66,VOLKSWAGEN,T CROSS COMFORTLINE 200 TSI AT 128CV,CINZA,NOVO,ALCOOL/GASOLINA,0,0,MENOS DE 1 MES,0.0,2024-10-03,2026
CCM,CCM AUTOS 2,VOLKSWAGEN,151417.66,VOLKSWAGEN,T CROSS COMFORTLINE 200 TSI AT 128CV,AZUL,NOVO,ALCOOL/GASOLINA,0,0,MENOS DE 1 MES,0.0,2024-10-03,2026
CCM,CCM AUTOS 2,VOLKSWAGEN,106461.46,VOLKSWAGEN,POLO HIGHLINE TSI AT 116HP,PRETO,NOVO,ALCOOL/GASOLINA,2025,2024,MENOS DE 1 MES,0.0,2024-10-03,2
CCM,CCM AUTOS 2,VOLKSWAGEN,107892.04,VOLKSWAGEN,POLO HIGHLINE TSI AT 116HP,CINZA,NOVO,ALCOOL/GASOLINA,2025,2024,MENOS DE 1 MES,0.0,2024-10-03,2
CCM,CCM AUTOS 2,VOLKSWAGEN,238325.9,VOLKSWAGEN,TIGUAN ALLSPACE R LINE 2 0L 300 TSI,CINZA,NOVO,ALCOOL/GASOLINA,2024,2024,MENOS DE 1 MES,0.0,2024-10-07,2
CCM,CCM AUTOS 2,VOLKSWAGEN,185473.52,VOLKSWAGEN,TAOS HIGHLINE 1 4 TSI AUT,CINZA,NOVO,ALCOOL/GASOLINA,2024,2024,MENOS DE 1 MES,0.0,2024-10-07,2
CCM,CCM AUTOS 2,VOLKSWAGEN,119767.69,VOLKSWAGEN,VIRTUS COMFORTLINE 200 TSI AT 128HP,CINZA,NOVO,ALCOOL/GASOLINA,2025,2024,MENOS DE 1 MES,0.0,2024-10-07,2
CCM,CCM AUTOS 2,VOLKSWAGEN,161571.19,VOLKSWAGEN,VW/T CROSS HL TSI,BRANCO,NOVO,ALCOOL/GASOLINA,2025,2024,MENOS DE 1 MES,0.0,2024-10-15,2
CCM,CCM AUTOS 2,VOLKSWAGEN,121608.39,VOLKSWAGEN,NIVUS COMFORTLINE 200 TSI 128HP AT,CINZA,NOVO,ALCOOL/GASOLINA,2024,2024,MENOS DE 1 MES,0.0,2024-10-14,2
CCM,CCM AUTOS 2,VOLKSWAGEN,84523.27,VOLKSWAGEN,POLO TRACK ROCK IN RIO,CINZA,NOVO,ALCOOL/GASOLINA,2025,2024,MENOS DE 1 MES,0.0,2024-10-17,2
CCM,CCM AUTOS 2,VOLKSWAGEN,168970.69,VOLKSWAGEN,TAOS HIGHLINE 1 4 TSI AUT,CINZA,NOVO,ALCOOL/GASOLINA,2024,2024,MENOS DE 1 MES,0.0,2024-10-16,2
CCM,CCM AUTOS 2,VOLKSWAGEN,158619.27,VOLKSWAGEN,VW/T CROSS HL TSI,PRETO,NOVO,ALCOOL/GASOLINA,2025,2024,MENOS DE 1 MES,0.0,2024-10-17,2
CCM,CCM AUTOS 2,VOLKSWAGEN,168970.69,VOLKSWAGEN,TAOS HIGHLINE 1 4 TSI AUT,PRETO,NOVO,ALCOOL/GASOLINA,2024,2024,MENOS DE 1 MES,0.0,2024-10-16,2
CCM,CCM AUTOS 2,VOLKSWAGEN,168970.69,VOLKSWAGEN,TAOS HIGHLINE 1 4 TSI AUT,CINZA,NOVO,ALCOOL/GASOLINA,2024,2024,MENOS DE 1 MES,0.0,2024-10-17,2
CCM,CCM AUTOS 2,VOLKSWAGEN,162274.03,VOLKSWAGEN,VW/T CROSS HL TSI,CINZA,NOVO,ALCOOL/GASOLINA,2025,2024,MENOS DE 1 MES,0.0,2024-10-16,2
CCM,CCM AUTOS 2,VOLKSWAGEN,89381.14,VOLKSWAGEN,VW/POLO SENSE,CINZA,NOVO,ALCOOL/GASOLINA,2025,2024,MENOS DE 1 MES,0.0,2024-10-16,2
CCM,CCM AUTOS 2,VOLKSWAGEN,131471.17,VOLKSWAGEN,T CROSS 200 TSI 200 TSI AT 128CV,PRETO,NOVO,ALCOOL/GASOLINA,2025,2024,MENOS DE 1 MES,0.0,2024-10-25,2
